"Major","ComplexType","ComplexDescr","NbrBldgs","NbrStories","NbrUnits","AvgUnitSize","LandPerUnit","ProjectLocation","ProjectAppeal","PcntWithView","ConstrClass","BldgQuality","Condition","YrBuilt","EffYr","PcntComplete","Elevators","SectySystem","Fireplace","Laundry","AptConversion","CondoLandType","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode"
"776780","1","32 UNIT WATERFRONT CONDO","1","3","32","858","808","5","3","0","4","4","4","1969","1975","100","Y","Y","Y","1","Y","1","6225         LAKE WASHINGTON           BLVD    98033","6225 ","   ","  ","LAKE WASHINGTON          ","BLVD","  ","98033"
"778785","1","Flats","1","3","10","972","533","3","4","0","4","6","4","1908","2001","100","N","Y","Y","2","Y","1","521          16TH                      AVE  E  98112","521  ","   ","  ","16TH                     ","AVE ","E ","98112"
"779210","1","17 RES UNITS + 22 PARKING UNITS","1","4","17","1111","904","3","3","0","4","5","4","1994","1994","100","Y","Y"," ","2","N","1","801          2ND                       AVE  N  98109","801  ","   ","  ","2ND                      ","AVE ","N ","98109"
"779653","1","11 UNIT CONDO","3","2","11","1522","5652","3","3","0","4","4","3","1996","1996","100","N","N","Y","2","N","1","14503        SIMONDS                   RD   NE 98034","14503","   ","  ","SIMONDS                  ","RD  ","NE","98034"
"780200","4","3 COMM'L + 129 RES UNITS","2","8","129","878","0","3","3","20","4","4","3","1998","1998","100","Y","Y","N","2","N","1","2500         WESTERN                   AVE     ","2500 ","   ","  ","WESTERN                  ","AVE ","  ",""
"780293","10","SFR+AADU+DADU","2","2","3","1087","1666","3","3","0","4","4","3","2022","2022","100","N","N","N","2","N","1","616       NW 62ND                      ST      ","616  ","   ","NW","62ND                     ","ST  ","  ",""
"780303","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"780307","10","SFR+AADU+DADU","2","3","3","1602","1668","4","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","647       NW 54TH                      ST      98107","647  ","   ","NW","54TH                     ","ST  ","  ","98107"
"780309","10","SFR+AADU+DADU","2","3","3","1362","1482","4","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","8603         6TH                       AVE  NW 98117","8603 ","   ","  ","6TH                      ","AVE ","NW","98117"
"780310","10","AADU/DADU SFR","2","2","3","1507","1833","4","3","66","4","5","3","2023","2023","100","N","N","N","2","N","1","1610      E  ALDER                     ST      98122","1610 ","   ","E ","ALDER                    ","ST  ","  ","98122"
"780350","1","2 FLATS 1 TH","1","4","3","1319","1508","3","3","100","4","6","4","1955","2005","100","N","N","Y","2","Y","1","1633         BROADWAY                       E  98102","1633 ","   ","  ","BROADWAY                 ","    ","E ","98102"
"780359","10","SFR/ADU + DADU","2","2","2","1217","2117","4","3","0","4","5","3","2024","2024","100","N","N","Y","2","N","1","6755         25TH                      AVE  NW 98117","6755 ","   ","  ","25TH                     ","AVE ","NW","98117"
"780370","10","SFR+AADU+DADU","2","3","3","1319","1666","3","3","0","4","5","3","2022","2022","100","N","N","N","2","N","1","6212         7TH                       AVE  NW ","6212 ","   ","  ","7TH                      ","AVE ","NW",""
"780375","10","SFR+AADU","1","2","2","1162","1466","3","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","6525         CHAPIN                    PL   N  98103","6525 ","   ","  ","CHAPIN                   ","PL  ","N ","98103"
"780376","10","3 Det SFRs","3","3","3","1332","1777","4","3","34","4","5","3","2022","2022","100","N","N","N","2","N","1","6712         36TH                      AVE  SW 98126","6712 ","   ","  ","36TH                     ","AVE ","SW","98126"
"780380","10","4 det sfr","4","2","4","1652","3602","3","2","0","4","6","3","2024","2024","100"," "," "," ","2"," ","1","1013         6TH                       ST      98033","1013 ","   ","  ","6TH                      ","ST  ","  ","98033"
"780392","10","SFR + DADU","2","2","2","1779","2675","4","3","0","4","4","3","2021","2021","100","N","N","N","2","N","1","6538         11TH                      AVE  NW ","6538 ","   ","  ","11TH                     ","AVE ","NW",""
"860279","10","SFR+DADU","2","2","2","1235","2100","3","3","0","4","4","3","2023","2023","100","N","N","Y","2","N","1","3806         35TH                      AVE  W  98199","3806 ","   ","  ","35TH                     ","AVE ","W ","98199"
"860280","1","6-UNIT CONDO","1","3","6","901","950","3","3","0","4","4","4","1991","2008","100","N","Y","N","2","Y","1","3912         MIDVALE                   AVE  N  98103","3912 ","   ","  ","MIDVALE                  ","AVE ","N ","98103"
"860283","10","SFR + DADU","2","2","2","920","2500","4","3","0","4","4","3","2021","2021","100","N","N","Y","2","N","1","3934      S  WARSAW                    ST      ","3934 ","   ","S ","WARSAW                   ","ST  ","  ",""
"860309","1","Townhouses","1","1","3","1027","3272","2","3","0","4","4","3","2000","2000","100","N","N","Y","2","N","1","3635         AUBURN                    WAY  S  98092","3635 ","   ","  ","AUBURN                   ","WAY ","S ","98092"
"860325","10","SFR +DADU ","2","2","2","1062","3015","4","3","0","4","5","3","2022","2022","50","N","N","N","2","N","1","3815      S  LUCILE                    ST      ","3815 ","   ","S ","LUCILE                   ","ST  ","  ",""
"860711","1","","0","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","3228      NE 86TH                      ST      98115","3228 ","   ","NE","86TH                     ","ST  ","  ","98115"
"863280","1","4 UNIT CONDO","2","2","4","1147","1530","3","3","0","4","4","5","1949","2007","100","N","N","N","2","Y","1","1902         26TH                      AVE  W  98199","1902 ","   ","  ","26TH                     ","AVE ","W ","98199"
"863286","5"," Thornton Mixed Use Condo","2","6","278","797","389","3","4","0","4","4","3","2009","2010","100","Y","Y","N","2","N","3","308       NE THORNTON                  PL      98125","308  ","   ","NE","THORNTON                 ","PL  ","  ","98125"
"863287","2","TH & FLATS","6","3","109","1000","513","3","4","0","4","6","3","2008","2011","100","Y","Y","Y","2","N","3","400       NE THORNTON                  PL      98125","400  ","   ","NE","THORNTON                 ","PL  ","  ","98125"
"863288","3"," ","9","6","388","805","513","0","0","0","4","4","3","2008","2008","100","Y","Y","N","2"," ","0","301       NE 103RD                     ST      98125","301  ","   ","NE","103RD                    ","ST  ","  ","98125"
"863421","1","Three SFR units","3","2","3","1781","3667","4","3","0","4","5","3","2024","2024","100","N","N","Y","2","N","1","10528        128TH                     AVE  NE 98033","10528","   ","  ","128TH                    ","AVE ","NE","98033"
"863428","10","AADU/DADU SFR","3","2","3","1368","1584","4","3","66","4","5","3","2023","2023","100","N","N","N","2","N","1","304          16TH                      AVE     98122","304  ","   ","  ","16TH                     ","AVE ","  ","98122"
"863429","10","SFR + DADU","2","3","2","1558","2086","3","3","0","4","5","3","2023","2023","100","N","N","N","2","N","1","339       NE 55TH                      ST      ","339  ","   ","NE","55TH                     ","ST  ","  ",""
"863440","1","Flats","1","6","16","896","450","3","3","0","3","6","3","2006","2007","100","Y","Y","Y","2","N","1","319          SUMMIT                    AVE  E  98102","319  ","   ","  ","SUMMIT                   ","AVE ","E ","98102"
"863583","10","SFR+AADU+DADU","2","3","3","1415","1598","4","3","0","4","5","3","2023","2023","100","N","N","N","2","N","1","309       NW 89TH                      ST      98117","309  ","   ","NW","89TH                     ","ST  ","  ","98117"
"863590","10","SFR and DADU","2","2","2","905","2401","4","3","0","4","4","3","2018","2021","100","N","N","N","2","N","1","335          15TH                      AVE     98122","335  ","   ","  ","15TH                     ","AVE ","  ","98122"
"863675","10","SFR + AADU + DADU","3","3","3","1825","2782","4","3","0","4","6","3","2022","2022","100","N","N","Y","2","N","1","326       NE 91ST                      ST      ","326  ","   ","NE","91ST                     ","ST  ","  ",""
"863680","3"," ","0","0","0","0","0","0","0","0","0","0","0","2007","2007","0"," "," "," ","0"," ","0","355          118TH                     AVE  SE 98005","355  ","   ","  ","118TH                    ","AVE ","SE","98005"
"863714","10","SFR+DADU","2","2","2","1134","4419","3","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","3744      NE 125TH                     ST      98125","3744 ","   ","NE","125TH                    ","ST  ","  ","98125"
"863718","10","SFR+AADU+DADU","2","3","3","1260","1282","3","3","0","4","4","3","2024","2024","100","N","Y","Y","2","N","1","334C      N  101ST                     ST      98133","334C ","   ","N ","101ST                    ","ST  ","  ","98133"
"863719","10","SFR+DADU","2","2","2","912","2661","4","3","0","4","4","3","2024","2024","100","N","N","N","2","N","1","3518      SW 99TH                      ST      98126","3518 ","   ","SW","99TH                     ","ST  ","  ","98126"
"863723","10","SFR + AADU + AADU","1","3","3","1540","1699","3","3","0","4","5","3","2024","2024","100","N","N","N","2","N","1","346       NE 55TH                      ST      98105","346  ","   ","NE","55TH                     ","ST  ","  ","98105"
"863739","10","SFR+DADU","2","2","2","885","3367","4","3","0","4","4","3","2024","2024","95","N","N","N","2","N","1","3126      SW 97TH                      ST      98126","3126 ","   ","SW","97TH                     ","ST  ","  ","98126"
"864148","1","","1","0","3","1","0","1","0","0","4","4","3","2025","0","0"," "," "," ","0"," ","0","3419         48TH                      AVE  SW 98116","3419 ","   ","  ","48TH                     ","AVE ","SW","98116"
"864411","2","Regency Woods Apts","11","3","114","829","1569","3","3","35","4","6","4","1968","2004","100","N","N","N","1","N","0","1111         EAGLE                     LN   S  98055","1111 ","   ","  ","EAGLE                    ","LN  ","S ","98055"
"864413","2","Regency Woods Apts (Formerly Eagle Poin","15","2","80","807","1825","3","3","35","4","6","4","1966","2004","100","N","N","N","2","N","0","1101      S  18TH                      ST      98055","1101 ","   ","S ","18TH                     ","ST  ","  ","98055"
"864425","1","16 CONDO UNITS","1","4","16","795","475","3","3","0","4","4","5","1998","2006","100","Y","Y","Y","2","Y","1","3202      SW AVALON                    WAY     98126","3202 ","   ","SW","AVALON                   ","WAY ","  ","98126"
"864770","5","","1","40","393","777","104","4","4","40","2","8","3","2017","2017","100","Y","Y"," ","2","N","1","1800         BOREN                     AVE     98101","1800 ","   ","  ","BOREN                    ","AVE ","  ","98101"
"860232","10","2 Det SFRs","2","1","2","995","2360","3","3","0","4","4","3","2023","2023","75","N","N","N","2","N","1","3221         BEACON                    AVE  S  98144","3221 ","   ","  ","BEACON                   ","AVE ","S ","98144"
"860233","10","SFR+DADU","2","2","2","1750","2626","4","3","0","4","5","3","2021","2021","100","N","N","Y","2","N","1","3212      NE 70TH                      ST      ","3212 ","   ","NE","70TH                     ","ST  ","  ",""
"860234","10","SFR+AADU+DADU","3","2","3","1087","1560","4","3","0","4","4","3","2020","2020","100","N","N","N","2","N","1","3220         60TH                      AVE  SW ","3220 ","   ","  ","60TH                     ","AVE ","SW",""
"860241","10","Det SFR & DADU","2","2","2","2476","5281","4","3","0","4","6","3","2024","2024","21","N","N","Y","2","N","1","3229      NE 94TH                      ST      98115","3229 ","   ","NE","94TH                     ","ST  ","  ","98115"
"860250","10","SFR+AADU+DADU","2","3","3","1332","1602","4","3","0","4","5","3","2024","2024","100","N","N","N","2","N","1","3220      NW 61ST                      ST      98107","3220 ","   ","NW","61ST                     ","ST  ","  ","98107"
"860271","10","SFR+AADU+DADU","3","3","3","1546","1734","3","3","0","4","5","3","2022","2022","100","N","N"," ","2","N","1","3502      W  EMERSON                   ST      ","3502 ","   ","W ","EMERSON                  ","ST  ","  ",""
"860278","10","SFR+AADU+DADU","2","2","3","1267","1139","4","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","6761         25TH                      AVE  NW 98117","6761 ","   ","  ","25TH                     ","AVE ","NW","98117"
"860302","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"860303","10","SFR+AADU+DADU","3","2","3","998","2286","3","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","3116      W  RAYE                      ST      98199","3116 ","   ","W ","RAYE                     ","ST  ","  ","98199"
"860307","10","SFR + DADU","2","2","2","1204","4800","3","3","0","4","4","3","2018","2018","100","N","N","Y","2","N","1","3704      SW 106TH                     ST      ","3704 ","   ","SW","106TH                    ","ST  ","  ",""
"860310","1","2 SFR CONDO UNITS","2","1","2","800","4000","4","3","0","4","4","4","1950","1970","100","N","N"," ","2","Y","4","324          WILLIAMS                  AVE  N  98057","324  ","   ","  ","WILLIAMS                 ","AVE ","N ","98057"
"860314","10","SFR-ADU-DADU","3","3","3","1589","1905","4","3","0","4","5","3","2024","2024","100","N","N","N","2","N","1","3820      NE 89TH                      ST      98115","3820 ","   ","NE","89TH                     ","ST  ","  ","98115"
"860318","10","SFR+AADU+DADU","3","3","3","1628","2281","4","3","0","4","6","3","2023","2023","100","N","N","Y","2","N","1","3528         WOODLAWN                  AVE  N  98103","3528 ","   ","  ","WOODLAWN                 ","AVE ","N ","98103"
"860320","1","Condo Conversion","1","4","10","915","672","3","3","0","4","5","4","1989","1989","100","N","Y","Y","2","Y","1","3615         WHITMAN                   AVE  N  98103","3615 ","   ","  ","WHITMAN                  ","AVE ","N ","98103"
"860322","1","","0","0","3","1","0","1","0","0","4","4","3","0","0","0"," "," "," ","0"," ","0","             18TH                      AVE  S  98144","     ","   ","  ","18TH                     ","AVE ","S ","98144"
"860323","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"860330","10","SFR+AADU+DADU","2","3","3","1343","2144","4","3","0","4","4","3","2023","2323","100","N","N","N","2","N","1","8157         27TH                      AVE  SW 98126","8157 ","   ","  ","27TH                     ","AVE ","SW","98126"
"860335","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"860440","3","OFFICE CONDO","3","2","19","672","2121","4","3","0","3","4","0","1961","1980","100","N","N"," ","2","Y","0","7433  1/2 SE 27TH                      ST      98040","7433 ","1/2","SE","27TH                     ","ST  ","  ","98040"
"863300","1","6 UNIT CONDO","2","2","6","775","1869","3","3","0","4","5","5","1960","2000","100","N","N","Y","1","Y","1","12011        33RD                      AVE  NE 98125","12011","   ","  ","33RD                     ","AVE ","NE","98125"
"863310","4","25 Res Units & 2 Com'l Units","1","3","25","983","728","3","3","0","4","5","3","2002","2002","100","Y","Y","N","2","N","1","12534        15TH                      AVE  NE 98125","12534","   ","  ","15TH                     ","AVE ","NE","98125"
"863422","10","SFR+AADU+DADU","2","2","3","1668","2060","4","3","0","4","4","3","2024","2024","25","N","N","N","2","N","1","3606         49TH                      AVE  SW 98116","3606 ","   ","  ","49TH                     ","AVE ","SW","98116"
"863424","10","SFR+AADU+DADU","2","3","3","1423","1413","4","3","0","4","5","3","2022","2022","100","N","N","N","2","N","1","310       NE 85TH                      ST      98115","310  ","   ","NE","85TH                     ","ST  ","  ","98115"
"863425","1","4 Unit Condo","1","3","4","2209","1912","4","4","50","4","7","3","2006","2006","100","Y","Y","Y","2","N","1","312          5TH                       AVE     98033","312  ","   ","  ","5TH                      ","AVE ","  ","98033"
"863430","1","4 UNIT CONDO","1","2","4","1448","1877","4","3","0","4","6","4","1994","1994","100","N","Y","Y","2","N","1","319          4TH                       AVE     98033","319  ","   ","  ","4TH                      ","AVE ","  ","98033"
"863435","10","SFR+DADU","2","2","2","1824","4552","4","3","0","4","6","3","2023","2023","100","N","N","Y","2","N","1","3635         38TH                      AVE  W  98199","3635 ","   ","  ","38TH                     ","AVE ","W ","98199"
"863445","1","3 Townhouses","1","3","3","3509","3392","4","4","0","4","7","3","2021","2021","100","Y","Y","Y","2","N","1","203          5TH                       AVE     ","203  ","   ","  ","5TH                      ","AVE ","  ",""
"863580","1","2 UNIT CONDO","1","1","2","1798","4077","4","4","0","4","6","3","1996","1996","100","N","N","Y","2","N","1","333          4TH                       AVE  S  98033","333  ","   ","  ","4TH                      ","AVE ","S ","98033"
"863581","10","DET SFR + DADU","2","2","2","1105","2884","3","3","0","4","4","3","2022","2022","100","N","N","N","2","N","1","332       N  102ND                     ST      98133","332  ","   ","N ","102ND                    ","ST  ","  ","98133"
"856750","1","25 UNIT BLDG","1","4","25","1153","696","3","3","0","4","4","4","1978","1990","100","Y","Y"," ","2","N","1","1250         TAYLOR                    AVE  N  98109","1250 ","   ","  ","TAYLOR                   ","AVE ","N ","98109"
"856760","1"," ","1","5","10","1112","1200","4","3","0","4","6","4","1982","1994","100","N","Y"," ","2","N","1","1900         TAYLOR                    AVE  N  98109","1900 ","   ","  ","TAYLOR                   ","AVE ","N ","98109"
"856826","4","32 residential and 1 comml unit","2","3","32","750","425","3","3","0","4","5","3","2000","2000","100","Y","Y","Y","2","N","1","2105      N  55TH                      ST      98103","2105 ","   ","N ","55TH                     ","ST  ","  ","98103"
"857870","1","Detached SFR's","7","3","7","2955","4440","3","4","0","4","7","3","2009","2009","100","N","Y","Y","2","N","1","314          10TH                      AVE  S  ","314  ","   ","  ","10TH                     ","AVE ","S ",""
"857895","1","4 UNIT CONDOMINIUM","1","2","4","786","1350","3","3","0","4","5","5","1933","1998","100","N","N","N","2","Y","1","1800         10TH                      AVE  W  98119","1800 ","   ","  ","10TH                     ","AVE ","W ","98119"
"857925","10","SFR + FUTURE DADU","1","1","2","1870","2875","3","3","0","4","4","3","2022","2022","50","N","N","N","2","N","1","10346        ASHWORTH                  AVE  N  ","10346","   ","  ","ASHWORTH                 ","AVE ","N ",""
"857950","1","3 UNIT CONDOMINIUM","1","2","3","801","2083","4","3","0","4","4","4","1958","1986","100","N","N","N","2","Y","1","10           HIGHLAND                  DR      98109","10   ","   ","  ","HIGHLAND                 ","DR  ","  ","98109"
"860030","1","55 RES UNITS & 1 MANAGERS UNIT","1","11","56","793","268","3","2","0","2","5","3","1980","1980","100","Y","Y","N","2","N","1","1300         UNIVERSITY                ST      98101","1300 ","   ","  ","UNIVERSITY               ","ST  ","  ","98101"
"860147","10","SFR+AADU+DADU","2","2","3","977","2271","4","3","0","4","4","3","2022","2022","100","N","N","N","2","N","1","13532        ASHWORTH                  AVE  N  98133","13532","   ","  ","ASHWORTH                 ","AVE ","N ","98133"
"860166","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"860168","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"860170","5","","1","6","70","698","0","3","3","0","4","5","3","2018","2018","100","Y","Y","N","0","N","1","12705        30TH                      AVE  NE ","12705","   ","  ","30TH                     ","AVE ","NE",""
"860173","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"860174","1","","0","0","0","1","0","0","0","0","4","4","3","2025","0","0"," "," "," ","0"," ","0","             33RD                      AVE  W  98199","     ","   ","  ","33RD                     ","AVE ","W ","98199"
"860219","10","SFR+AADU+DADU","3","3","3","1648","2282","4","3","0","4","6","3","2023","2023","100","N","N","N","2","N","1","3535         DENSMORE                  AVE  N  98103","3535 ","   ","  ","DENSMORE                 ","AVE ","N ","98103"
"860226","1","4 UNIT TOWNHOUSE CONDO","2","3","4","1535","1680","3","3","0","4","5","4","1992","1992","100","N","N","N","2","N","1","3813         FREMONT                   AVE  N  98103","3813 ","   ","  ","FREMONT                  ","AVE ","N ","98103"
"860237","10","SFR+AADU+DADU","2","3","3","1683","2000","4","3","0","4","6","3","2022","2022","100","N","N","N","2","N","1","3436         13TH                      AVE  W  ","3436 ","   ","  ","13TH                     ","AVE ","W ",""
"860239","10","SFR+DADU","2","2","2","1568","3061","4","3","0","4","4","3","2023","2023","100","N","N","Y","2","N","1","3539      NE 93RD                      ST      98115","3539 ","   ","NE","93RD                     ","ST  ","  ","98115"
"860240","1","2 FLAT UNITS","1","1","2","920","3000","3","3","0","4","4","4","1976","1986","100","N","N","Y","2","N","1","3441         22ND                      AVE  W  98199","3441 ","   ","  ","22ND                     ","AVE ","W ","98199"
"860270","1","4-UNIT CONDOMINIUM","1","3","4","1540","1484","3","3","0","4","4","3","1968","1989","100","N","N"," ","2","Y","1","3420         25TH                      AVE  W  98199","3420 ","   ","  ","25TH                     ","AVE ","W ","98199"
"860275","1","2 Units","2","2","2","1808","21760","3","3","100","4","6","3","2014","2014","100","N","N","N","2","N","1","3930         EAST LAKE SAMMAMISH       PKWY NE ","3930 ","   ","  ","EAST LAKE SAMMAMISH      ","PKWY","NE",""
"860277","10","SFR +DADU","2","2","2","1345","2491","4","3","0","4","5","3","2023","2023","100","N","N","Y","2","N","1","3804      NE 92ND                      ST      98115","3804 ","   ","NE","92ND                     ","ST  ","  ","98115"
"860290","1","30 CONDO UNITS + 1 STORAGE UNIT","1","4","30","890","412","2","3","0","4","5","4","1991","2004","100","Y","Y","Y","2","N","1","3100         FAIRVIEW                  AVE  E  98102","3100 ","   ","  ","FAIRVIEW                 ","AVE ","E ","98102"
"860301","10","SFR+AADU+DADU","2","3","3","1325","1666","4","3","0","4","5","3","2023","2023","100","N","N","N","2","N","1","3011      NW 66TH                      ST      98117","3011 ","   ","NW","66TH                     ","ST  ","  ","98117"
"860313","10","SFR+AADU+DADU","3","3","3","1818","2381","4","3","0","4","4","3","2024","2024","100","N","N","N","2","N","1","3818      NE 87TH                      ST      98115","3818 ","   ","NE","87TH                     ","ST  ","  ","98115"
"860316","10","SFR + DADU ","2","2","2","1415","2525","3","3","0","4","4","3","2019","2019","100","N","N","Y","2","N","1","3202      NW 70TH                      ST      ","3202 ","   ","NW","70TH                     ","ST  ","  ",""
"860317","10","SFR+AADU+DADU","3","3","2","1704","2000","4","3","0","4","6","3","2024","2024","100","N","N","N","2","Y","1","3606         35TH                      AVE  W  98199","3606 ","   ","  ","35TH                     ","AVE ","W ","98199"
"860319","10","SFR+AADU+DADU","2","3","3","1296","1220","4","3","0","4","4","3","2024","2024","100","N","N","N","2","N","1","3211         60TH                      AVE  SW 98116","3211 ","   ","  ","60TH                     ","AVE ","SW","98116"
"780393","3"," Office Condo with 3rd Floor Res. Condo","1","3","2","2547","0","3","3","0","4","5","3","2012","2012","100","Y"," ","Y","2"," ","1","4310      SW GRAHAM                    ST      98136","4310 ","   ","SW","GRAHAM                   ","ST  ","  ","98136"
"780398","10","SFR + DADU","2","2","2","834","2622","4","3","0","4","4","3","2021","2022","100","N","N","N","2","N","1","6320         29TH                      AVE  S  ","6320 ","   ","  ","29TH                     ","AVE ","S ",""
"780407","1","2 Unit Condo","1","2","2","1504","2362","4","3","0","4","4","3","2003","2003","100","N","N","N","0","N","1","6750         163RD                     PL   SE 98006","6750 ","   ","  ","163RD                    ","PL  ","SE","98006"
"780408","1","19 CONDO UNITS","2","6","19","860","864","2","3","0","4","5","3","2001","2001","100","Y","Y","Y","2","N","1","611          HIGHLAND                  DR      98109","611  ","   ","  ","HIGHLAND                 ","DR  ","  ","98109"
"780409","1","TOWNHOUSES","1","3","2","1915","2522","3","4","0","4","6","4","2001","2001","100","N","N","Y","2","N","1","1619         BROADWAY                       E  98102","1619 ","   ","  ","BROADWAY                 ","    ","E ","98102"
"780419","1","C -122 of 770 units in a multi-major pro","7","3","770","1002","3552","3","4","0","4","4","4","1972","1980","100","Y","Y","Y","1","Y","1","6674         138TH                     AVE  NE 98052","6674 ","   ","  ","138TH                    ","AVE ","NE","98052"
"780420","1","D -102 of 770 in a multi-major project","5","3","770","963","4522","3","4","0","4","4","4","1972","1980","100","Y","Y","Y","1","Y","1","13759     NE 69TH                      ST      98052","13759","   ","NE","69TH                     ","ST  ","  ","98052"
"780424","1","H -65 of 770 in a multi-major project","3","4","770","972","6724","3","4","0","4","4","4","1969","1980","100","Y","Y","Y","1","Y","1","6234         138TH                     AVE  NE 98052","6234 ","   ","  ","138TH                    ","AVE ","NE","98052"
"780427","1","12 UNIT CONDO","1","4","12","807","566","3","3","0","4","4","5","1977","1977","100","Y","Y","Y","2","N","1","6200         24TH                      AVE  NW 98107","6200 ","   ","  ","24TH                     ","AVE ","NW","98107"
"780442","10","SFR + DADU","2","2","2","2315","3412","4","3","0","4","6","3","2021","2021","100","N","N","Y","2","N","1","6553         DIBBLE                    AVE  NW ","6553 ","   ","  ","DIBBLE                   ","AVE ","NW",""
"780444","10","SFR+DADU","2","2","2","1354","3600","4","3","0","4","4","3","2021","2021","100","N","N","Y","2","N","1","6252         52ND                      AVE  NE 98115","6252 ","   ","  ","52ND                     ","AVE ","NE","98115"
"780445","10","SFR + DADU","2","3","2","1592","1687","4","3","0","4","6","3","2021","2021","100","N","N","Y","2","N","1","6739         19TH                      AVE  NW 98117","6739 ","   ","  ","19TH                     ","AVE ","NW","98117"
"780451","10","SFR+AADU+DADU","2","3","3","1320","1599","3","3","0","4","5","3","2022","2022","100","N","N","N","2","N","1","6718         16TH                      AVE  NW ","6718 ","   ","  ","16TH                     ","AVE ","NW",""
"780454","10","SFR+AADU+DADU","2","2","3","1426","2620","4","3","0","4","4","3","2023","2023","100","N","N","Y","2","N","1","6501         57TH                      AVE  S  98118","6501 ","   ","  ","57TH                     ","AVE ","S ","98118"
"780461","10","SFR+DADU","2","2","2","1170","2400","3","3","0","4","4","3","2023","2023","100","N","N","Y","2","N","1","7360         16TH                      AVE  NW 98117","7360 ","   ","  ","16TH                     ","AVE ","NW","98117"
"780478","10","3 detached SFR & 2 dadu's","5","2","5","2074","2616","4","4","0","4","6","3","2023","2023","100"," "," ","Y","2"," ","1","518          16TH                      AVE  W  ","518  ","   ","  ","16TH                     ","AVE ","W ",""
"780500","1","SFR and dadu (studio above garage).","2","2","2","1520","4194","4","3","0","4","4","4","1940","2005","100"," "," ","Y","2"," ","1","602          14TH                      AVE  W  98033","602  ","   ","  ","14TH                     ","AVE ","W ","98033"
"780967","2","17 UNIT CONDO","1","4","17","712","452","3","3","23","4","4","3","1989","2001","100","Y","Y"," ","2","Y","1","3210      SW AVALON                    WAY     98126","3210 ","   ","SW","AVALON                   ","WAY ","  ","98126"
"780975","1","FLATS & TOWNHOUSES","1","3","12","1063","858","3","3","0","4","4","4","1979","1993","100","N","Y","Y","2","Y","1","920          5TH                       AVE  N  98109","920  ","   ","  ","5TH                      ","AVE ","N ","98109"
"781390","5","52 Res Units w/ret over pkg","1","5","52","801","0","3","3","23","4","5","4","2009","2012","100","Y","Y","N","2","Y","0","11415        SLATER                    AVE  NE 98033","11415","   ","  ","SLATER                   ","AVE ","NE","98033"
"781500","3"," ","0","0","0","1","0","0","0","0","0","0","0","0","0","0"," "," "," ","0"," ","0","3123         FAIRVIEW                  AVE  E  98102","3123 ","   ","  ","FAIRVIEW                 ","AVE ","E ","98102"
"781950","3","Lt Mft Whse","1","1","2","21456","0","3","3","0","2","4","3","1959","1985","100","N","N","N","0"," ","1","7911         10TH                      AVE  S  98108","7911 ","   ","  ","10TH                     ","AVE ","S ","98108"
"784140","1","1 bldg/2 units/1car att gar each","1","2","2","1734","2290","4","3","0","4","4","3","2007","2007","100","N","N","Y","2","N","1","532          SMITHERS                  AVE  S  98057","532  ","   ","  ","SMITHERS                 ","AVE ","S ","98057"
"785355","1","Attached Townhomes","6","3","21","1656","0","3","3","0","4","5","3","2019","2019","100","N","N","N","2","N","1","6837      NE 170TH                     ST      98028","6837 ","   ","NE","170TH                    ","ST  ","  ","98028"
"785400","2"," 4 UNIT CONDO IN USE AS APT","1","3","4","1045","1251","3","3","50","4","5","3","1983","2002","100","N","Y"," ","2","N","0","4460         WINSLOW                   PL   N  98103","4460 ","   ","  ","WINSLOW                  ","PL  ","N ","98103"
"785995","1","19 UNIT CONDO","7","2","19","1359","3791","3","3","0","4","5","4","1995","1995","100","N","N","Y","2","N","1","13023        100TH                     AVE  NE 98034","13023","   ","  ","100TH                    ","AVE ","NE","98034"
"787300","4","40 RES UNITS 5COM'L UNITS+29PKG","1","5","45","1306","1031","3","3","100","4","6","4","1981","1981","100","Y","Y","Y","2","N","1","9023         MARY                      AVE  NW 98117","9023 ","   ","  ","MARY                     ","AVE ","NW","98117"
